id,scientificName,decimalLatitude,decimalLongitude,kingdom,phylum,class,order,family,genus,taxonRank,eventDate,image_filename,species_id
36082014,Spinus tristis,32.7864202128,-97.1280380025,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,species,2019-11-24T08:37:00-06:00,36082014.jpg,6955
252522948,Spinus tristis,41.3862370374,-122.4323916731,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,species,2001-04-27T10:13:00-07:00,252522948.jpg,6955
36075979,Spinus tristis,45.55397,-78.59676,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,species,2019-11-23T10:04:00-05:00,36075979.jpg,6955
36075684,Cyanistes caeruleus,55.8382074316,37.6110983006,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2019-11-21T12:08:00+03:00,36075684.jpg,2135
72153682,Cyanistes caeruleus,39.6054541459,-8.4119673818,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2021-03-21T09:51:01+00:00,72153682.jpg,2135
144298839,Cyanistes caeruleus,56.8609933333,53.1601183333,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-12-11T14:43:00+04:00,144298839.jpg,2135
108229495,Cyanistes caeruleus,61.4537401016,23.8459146853,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-03-09T10:55:24+02:00,108229495.jpg,2135
72150439,Cyanistes caeruleus,53.6611792365,10.0173729488,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2021-03-27T09:02:00+01:00,72150439.jpg,2135
144302785,Cyanistes caeruleus,51.0191220421,-3.1264366896,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-12-13T09:56:00+00:00,144302785.jpg,2135
72153008,Cyanistes caeruleus,48.8437108109,2.3614740377,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2021-03-27T11:10:42+01:00,72153008.jpg,2135
10482,Cyanistes caeruleus,51.528722,-0.15553,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2010-05-29,10482.jpg,2135
144299295,Cyanistes caeruleus,56.8399783333,53.2903766667,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-12-13T13:11:00+04:00,144299295.jpg,2135
144296363,Cyanistes caeruleus,49.2318420174,17.3617719001,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-12-13T13:47:00+01:00,144296363.jpg,2135
72149802,Cyanistes caeruleus,51.1244085871,15.3039563995,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2021-03-02T10:13:00Z,72149802.jpg,2135
144293851,Cyanistes caeruleus,44.7929586563,13.9066237325,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-12-13T13:29:00+01:00,144293851.jpg,2135
252519102,Cyanistes caeruleus,57.6948391624,39.8087471462,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2024-11-04T13:56:00+03:00,252519102.jpg,2135
4994,Cyanistes caeruleus,50.8863716125,-1.4973860979,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2010-02-06,4994.jpg,2135
72146561,Cyanistes caeruleus,48.628146,13.043813,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2021-03-14T10:00:00+01:00,72146561.jpg,2135
252512030,Cyanistes caeruleus,59.837475,30.1232566667,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2024-11-21T13:56:00+03:00,252512030.jpg,2135
144299681,Cyanistes caeruleus,45.0042533375,7.452182761,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-11-17T11:45:00+01:00,144299681.jpg,2135
108229945,Cyanistes caeruleus,49.4707684205,8.6709888998,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-03-08T15:32:00+01:00,108229945.jpg,2135
108229995,Cyanistes caeruleus,49.2614613943,8.5220861435,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2022-03-01T13:09:00+01:00,108229995.jpg,2135
72150037,Cyanistes caeruleus,57.811964597,24.3469960902,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,species,2021-01-14T14:51:00+03:00,72150037.jpg,2135
252511989,Parus major,59.8387766667,30.1237366667,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2024-11-21T12:03:00+03:00,252511989.jpg,5344
72151493,Parus major,55.7454866386,37.871569785,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-03-21T09:18:00Z,72151493.jpg,5344
108222909,Parus major,55.1752527778,61.495,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-03-03T12:26:00+05:00,108222909.jpg,5344
72152506,Parus major,57.9696054849,56.1433620523,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-03-27T08:46:00+14:00,72152506.jpg,5344
5331,Parus major,51.1419639587,5.1485648155,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2009-01-17T10:13:00+01:00,5331.jpg,5344
72152515,Parus major,57.9701900123,56.1425166226,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-03-27T09:37:00+14:00,72152515.jpg,5344
144296035,Parus major,59.9789802149,30.2949064461,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-12-13T12:37:00+03:00,144296035.jpg,5344
108222087,Parus major,53.364805981,83.658596466,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-03-09T10:13:00+07:00,108222087.jpg,5344
108223534,Parus major,55.1590305556,61.3556055556,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-03-07T09:59:00+05:00,108223534.jpg,5344
72149424,Parus major,52.7750148013,6.4123731852,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-03-27T09:42:09+01:00,72149424.jpg,5344
108220913,Parus major,59.3957342288,48.9556857883,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-03-08T14:40:00+03:00,108220913.jpg,5344
144292577,Parus major,53.5488282,9.9871703,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-12-13T13:27:00+01:00,144292577.jpg,5344
6903,Parus major,50.8254318237,-1.8287032843,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2010-03-26T17:41:00+00:00,6903.jpg,5344
108219730,Parus major,59.3957342288,48.9556857883,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-03-08T10:29:00+03:00,108219730.jpg,5344
144292410,Parus major,57.1474853864,31.1748719975,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2022-12-11T13:20:00+03:00,144292410.jpg,5344
72147299,Parus major,59.7737916667,59.98583,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-03-27T12:48:00+05:00,72147299.jpg,5344
72151573,Parus major,40.4232823,-3.7585518,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-02-14T19:36:00+01:00,72151573.jpg,5344
72152510,Parus major,57.9702005094,56.1424938148,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-03-27T08:59:00+14:00,72152510.jpg,5344
72152512,Parus major,57.970347608,56.1430831261,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2021-03-27T09:06:00+14:00,72152512.jpg,5344
4728,Parus major,50.8689727783,-0.5384150147,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,species,2008-07-15T14:00:00+01:00,4728.jpg,5344
108227363,Lamium purpureum,41.0083333333,28.9727777778,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2022-03-09T09:10:15+03:00,108227363.jpg,3905
72160215,Lamium purpureum,51.80550147,9.68273056,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T14:13:04+01:00,72160215.jpg,3905
144304431,Lamium purpureum,51.1389992523,15.5018273368,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2022-04-15,144304431.jpg,3905
72162091,Lamium purpureum,44.643085,15.3636133333,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-25T12:47:00+01:00,72162091.jpg,3905
14068,Lamium purpureum,38.5665818344,-122.7330672741,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2011-04-04,14068.jpg,3905
72162696,Lamium purpureum,35.5232024354,-82.4158388688,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T09:45:05-04:00,72162696.jpg,3905
72157858,Lamium purpureum,42.4632805556,-76.4581166667,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-26T12:15:58-04:00,72157858.jpg,3905
15281,Lamium purpureum,40.7531333381,-73.8495504856,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2011-04-23,15281.jpg,3905
72158319,Lamium purpureum,37.8101753521,-78.5465464382,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T08:38:47-04:00,72158319.jpg,3905
72155746,Lamium purpureum,35.6798996529,139.4290224463,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T13:31:41+09:00,72155746.jpg,3905
72154167,Lamium purpureum,46.953665474,15.428420725,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T11:55:40+01:00,72154167.jpg,3905
72149298,Lamium purpureum,45.9504051208,4.9786505699,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T09:00:53+01:00,72149298.jpg,3905
72159685,Lamium purpureum,49.770037914,11.4155260225,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2019-04-04T15:17:00+02:00,72159685.jpg,3905
108224524,Lamium purpureum,35.65141197,139.44514961,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2022-03-09T15:23:38+09:00,108224524.jpg,3905
72149231,Lamium purpureum,52.7999992371,-1.2599999905,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T07:58:02+00:00,72149231.jpg,3905
6128,Lamium purpureum,51.1419639587,5.1485648155,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2010-03-21T14:49:00+01:00,6128.jpg,3905
72160938,Lamium purpureum,45.8012737346,5.7898078954,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T14:24:02+01:00,72160938.jpg,3905
72162406,Lamium purpureum,39.0807976685,-76.5738715468,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T09:43:43-04:00,72162406.jpg,3905
72162484,Lamium purpureum,55.7296595777,12.4189802221,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2021-03-27T14:44:13+01:00,72162484.jpg,3905
13391,Lamium purpureum,38.5666380387,-122.6852944493,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,species,2011-03-28,13391.jpg,3905
252511813,Ardea herodias,39.0337249776,-77.0094659026,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-11-21T08:48:00-05:00,252511813.jpg,644
144297982,Ardea herodias,35.8596657,-86.4110589997,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2022-12-13T08:52:47-06:00,144297982.jpg,644
180367507,Ardea herodias,27.32232,-97.6860516667,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-24T13:43:00-05:00,180367507.jpg,644
216445295,Ardea herodias,45.4296961411,-122.7840765193,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-04-23T08:01:52-07:00,216445295.jpg,644
216439344,Ardea herodias,48.4293783333,-123.3069533333,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-05-17T14:09:26-07:00,216439344.jpg,644
180370802,Ardea herodias,35.5136561149,-120.6708815654,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-26T16:34:00-07:00,180370802.jpg,644
108221836,Ardea herodias,38.2576630425,-121.4308878569,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2021-04-14T12:25:00-07:00,108221836.jpg,644
36075948,Ardea herodias,37.4415954828,-121.9615813982,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-23T20:36:00-08:00,36075948.jpg,644
180369549,Ardea herodias,40.697314,-81.9636286,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-26T13:24:00-04:00,180369549.jpg,644
180365695,Ardea herodias,43.2838366667,-80.0475833333,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-26T19:22:45-04:00,180365695.jpg,644
252511766,Ardea herodias,44.8451766667,-93.231065,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-09-08T12:05:00-05:00,252511766.jpg,644
36074369,Ardea herodias,37.0197447,-76.3396822,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-25T16:53:38-05:00,36074369.jpg,644
36078682,Ardea herodias,38.91290023,-76.9432797428,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-25T14:23:00-10:00,36078682.jpg,644
36074839,Ardea herodias,33.7393757027,-96.7632875381,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-24T23:21:00-06:00,36074839.jpg,644
108219911,Ardea herodias,54.3176121535,-130.3229355812,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2022-03-05T12:45:00-08:00,108219911.jpg,644
36074800,Ardea herodias,18.5348028028,-95.0181746756,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2006-01-05T16:24:00+01:00,36074800.jpg,644
144299005,Ardea herodias,38.935112223,-77.5885079967,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2022-12-11T14:52:06-05:00,144299005.jpg,644
216445324,Ardea herodias,34.7527083333,-112.0115361167,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-04-19T10:00:20-07:00,216445324.jpg,644
180370519,Ardea herodias,40.724879,-82.073283,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-26T14:36:00-04:00,180370519.jpg,644
108221314,Ardea herodias,41.5420126575,-87.7431716919,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2022-03-08T15:40:00-06:00,108221314.jpg,644
108222918,Melospiza melodia,19.3416297,-99.1685682,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2022-03-08T08:06:00-06:00,108222918.jpg,4535
36079996,Melospiza melodia,37.546585239,-77.5099810879,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2019-11-25T19:47:56-05:00,36079996.jpg,4535
216445127,Melospiza melodia,45.4399195373,-122.8275664272,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2023-10-04T16:34:00-07:00,216445127.jpg,4535
252519510,Melospiza melodia,40.7278828827,-82.6483697949,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2024-11-21T14:31:00-05:00,252519510.jpg,4535
10358,Melospiza melodia,33.3615026711,-111.7338752747,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2008-03-01,10358.jpg,4535
144299954,Melospiza melodia,41.7610697267,-70.0900235426,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2022-12-13T08:07:00-05:00,144299954.jpg,4535
144298416,Melospiza melodia,35.2381824526,-86.7111477208,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2022-12-12T12:58:00-06:00,144298416.jpg,4535
144298414,Melospiza melodia,35.2368903343,-86.7122688842,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2022-12-12T12:47:00-06:00,144298414.jpg,4535
216445138,Melospiza melodia,45.4564534543,-122.7915793877,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2023-10-04T18:02:00-07:00,216445138.jpg,4535
36077251,Melospiza melodia,44.722748526,-121.2409593824,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2019-11-25T12:36:00-08:00,36077251.jpg,4535
108222571,Melospiza melodia,49.0173338,-122.6563929,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2022-03-08T17:45:00-05:00,108222571.jpg,4535
108221316,Melospiza melodia,41.403447022,-87.6829913531,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2022-03-08T15:40:00-06:00,108221316.jpg,4535
72155259,Melospiza melodia,39.2911833333,-76.6159366667,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2021-03-27T07:15:37-04:00,72155259.jpg,4535
216440537,Melospiza melodia,39.6005666667,-74.3728033333,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2024-05-17T18:41:59-04:00,216440537.jpg,4535
108221194,Melospiza melodia,39.0167958453,-84.0011989135,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2022-02-26T18:25:31-05:00,108221194.jpg,4535
216439974,Melospiza melodia,42.477925,-71.3361583333,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2024-05-12T11:28:00-04:00,216439974.jpg,4535
36080811,Melospiza melodia,38.9318575279,-77.3502426187,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2019-11-25T12:40:00-05:00,36080811.jpg,4535
216446694,Melospiza melodia,45.4589555226,-122.7943261399,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2023-10-19T16:55:00-07:00,216446694.jpg,4535
216447298,Melospiza melodia,43.9518029827,-113.6722895555,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2024-05-16T11:45:00-06:00,216447298.jpg,4535
216441677,Melospiza melodia,37.3373164213,-121.713283148,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,species,2024-05-07T10:18:00-07:00,216441677.jpg,4535
36077202,Zonotrichia leucophrys,31.5455001,-110.2772856,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2016-10-02,36077202.jpg,7978
252524413,Zonotrichia leucophrys,30.4934880154,-115.8937441666,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2024-11-13T08:23:00-08:00,252524413.jpg,7978
180373564,Zonotrichia leucophrys,48.4879602845,-123.3015402799,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2023-08-26T11:43:02-07:00,180373564.jpg,7978
108233234,Zonotrichia leucophrys,28.2604084063,-105.4988231344,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2022-03-06T17:05:00-07:00,108233234.jpg,7978
108225128,Zonotrichia leucophrys,37.1878394709,-97.2071459265,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2022-01-17T17:14:00-06:00,108225128.jpg,7978
252529006,Zonotrichia leucophrys,32.7222724439,-99.6085147124,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2024-10-27T18:46:00-05:00,252529006.jpg,7978
252520148,Zonotrichia leucophrys,38.55323411,-121.35054109,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2024-11-21T10:55:00-08:00,252520148.jpg,7978
216446061,Zonotrichia leucophrys,48.6477200032,-123.39605,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2024-05-08T13:08:41-07:00,216446061.jpg,7978
36083986,Zonotrichia leucophrys,38.5518122005,-121.6284798935,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2019-11-25T16:44:00-08:00,36083986.jpg,7978
108225133,Zonotrichia leucophrys,37.1878394709,-97.2071459265,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2022-01-17T17:19:00-06:00,108225133.jpg,7978
10585,Zonotrichia leucophrys,37.4162712097,-122.1800994873,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2011-01-27T11:13:13-08:00,10585.jpg,7978
108221826,Zonotrichia leucophrys,37.9931900827,-122.9732595924,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2021-04-12T16:31:00-07:00,108221826.jpg,7978
144304470,Zonotrichia leucophrys,37.5508393101,-122.0941664068,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2022-12-11T12:58:00-08:00,144304470.jpg,7978
8861,Zonotrichia leucophrys,37.7654724121,-122.4395370483,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2010-11-05,8861.jpg,7978
252513100,Zonotrichia leucophrys,39.25109,-76.3666226,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2024-11-05T11:45:00-05:00,252513100.jpg,7978
108222888,Zonotrichia leucophrys,37.5813003,-122.5154536,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2022-03-08T15:53:00-08:00,108222888.jpg,7978
252526459,Zonotrichia leucophrys,37.0305777778,-122.2186222222,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2024-11-20T16:05:00-08:00,252526459.jpg,7978
23992,Zonotrichia leucophrys,45.582943,-111.084473,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2011-06-27T09:13:00-04:00,23992.jpg,7978
252529002,Zonotrichia leucophrys,32.6550094803,-99.6961524552,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2024-10-29T09:56:00-05:00,252529002.jpg,7978
36077250,Zonotrichia leucophrys,44.722748526,-121.2409593824,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,species,2019-11-25T12:36:00-08:00,36077250.jpg,7978
180368691,Dione vanillae,31.559575,-91.4114833333,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2023-08-26T10:37:48-05:00,180368691.jpg,2391
252523511,Dione vanillae,37.7430666667,-97.2656,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2024-11-21T13:29:11-06:00,252523511.jpg,2391
252518402,Dione vanillae,29.5636197752,-98.5275847741,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2022-10-05T17:20:00-05:00,252518402.jpg,2391
36084592,Dione vanillae,29.428347,-99.753584,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2019-10-20T12:42:04-05:00,36084592.jpg,2391
36077134,Dione vanillae,29.931725,-95.94068,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2019-11-25T15:24:47-06:00,36077134.jpg,2391
144304954,Dione vanillae,29.4088,-98.4909966667,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2022-12-13T11:10:49-06:00,144304954.jpg,2391
252518386,Dione vanillae,29.5636197752,-98.5275847741,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2022-10-05T08:50:00-05:00,252518386.jpg,2391
252518384,Dione vanillae,29.5636197752,-98.5275847741,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2022-10-05T08:47:00-05:00,252518384.jpg,2391
36079924,Dione vanillae,18.4918838937,-69.9505160291,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2019-11-25T14:52:29-05:00,36079924.jpg,2391
36077336,Dione vanillae,-34.6442536574,-58.4824325365,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2019-11-25T18:15:00-03:00,36077336.jpg,2391
180367888,Dione vanillae,31.5597083333,-91.41108,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2023-08-26T10:33:47-05:00,180367888.jpg,2391
36074643,Dione vanillae,29.8661307432,-98.1909643165,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2019-11-25T14:10:00-06:00,36074643.jpg,2391
